,iid_pid,iid,id,gender,idg,condtn,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,field,from,zipcode,career
535,6269.0,407.0,11.0,Male,22.0,2.0,3.0,381.0,no,0,yes,24.0,2.0,20,10,20,35,5,10,10.0,10.0,10.0,10.0,10.0,10.0,24.0,Film,European/Caucasian-American,1.0,1.0,10,To get a date,4.0,Twice a wee,Creative Arts/Entertainment,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,0.0,10,10,10,10,10,10,Film,New Jersey,"7,901",Screenwriter
536,6268.0,407.0,11.0,Male,22.0,2.0,2.0,380.0,no,0,no,33.0,1.0,20,20,20,15,15,10,5.0,7.0,7.0,7.0,7.0,7.0,24.0,Film,European/Caucasian-American,1.0,1.0,10,To get a date,4.0,Twice a wee,Creative Arts/Entertainment,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,0.0,10,10,10,10,10,10,Film,New Jersey,"7,901",Screenwriter
537,6267.0,407.0,11.0,Male,22.0,2.0,1.0,379.0,no,0,yes,38.0,2.0,15,15,20,15,15,20,7.0,9.0,8.0,7.0,7.0,9.0,24.0,Film,European/Caucasian-American,1.0,1.0,10,To get a date,4.0,Twice a wee,Creative Arts/Entertainment,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,0.0,10,10,10,10,10,10,Film,New Jersey,"7,901",Screenwriter
538,6266.0,406.0,10.0,Male,20.0,2.0,18.0,396.0,no,0,yes,25.0,4.0,15,18,18,18,15,16,5.0,8.0,8.0,6.0,8.0,6.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
539,6265.0,406.0,10.0,Male,20.0,2.0,17.0,395.0,yes,0,no,33.0,2.0,20,20,20,10,10,20,7.0,8.0,7.0,8.0,8.0,8.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
540,6264.0,406.0,10.0,Male,20.0,2.0,16.0,394.0,no,0,no,24.0,2.0,18,19,16,15,15,17,5.0,8.0,8.0,8.0,8.0,4.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
541,6263.0,406.0,10.0,Male,20.0,2.0,15.0,393.0,yes,0,no,22.0,2.0,8,20,25,25,12,10,8.0,8.0,8.0,8.0,7.0,7.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
542,6262.0,406.0,10.0,Male,20.0,2.0,14.0,392.0,no,0,no,26.0,2.0,15,20,15,30,10,10,3.0,2.0,10.0,10.0,10.0,3.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
543,6261.0,406.0,10.0,Male,20.0,2.0,13.0,391.0,no,0,no,28.0,2.0,35,0,35,10,10,10,5.0,7.0,6.0,8.0,5.0,3.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
544,6260.0,406.0,10.0,Male,20.0,2.0,12.0,390.0,no,0,yes,30.0,4.0,10,20,20,10,10,30,8.0,10.0,10.0,8.0,8.0,6.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
545,6259.0,406.0,10.0,Male,20.0,2.0,11.0,389.0,no,0,no,21.0,2.0,20,30,20,20,0,10,4.0,10.0,10.0,10.0,10.0,10.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
546,6258.0,406.0,10.0,Male,20.0,2.0,10.0,388.0,no,0,no,24.0,2.0,22,17,15,15,15,16,4.0,7.0,8.0,7.0,8.0,6.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
547,6257.0,406.0,10.0,Male,20.0,2.0,9.0,387.0,no,0,no,25.0,2.0,20,15,25,15,15,10,7.0,9.0,8.0,8.0,8.0,7.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
548,6256.0,406.0,10.0,Male,20.0,2.0,8.0,386.0,no,0,no,26.0,2.0,15,10,30,10,15,20,7.0,6.0,7.0,8.0,8.0,6.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
549,6255.0,406.0,10.0,Male,20.0,2.0,7.0,385.0,yes,0,no,25.0,2.0,25,20,20,20,10,5,7.0,7.0,8.0,9.0,10.0,6.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
550,6254.0,406.0,10.0,Male,20.0,2.0,6.0,384.0,no,0,no,23.0,2.0,20,20,20,20,20,0,6.0,10.0,10.0,10.0,10.0,7.5,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
551,6253.0,406.0,10.0,Male,20.0,2.0,5.0,383.0,no,0,no,27.0,2.0,25,20,10,20,15,10,1.0,5.0,7.0,7.0,7.666666666666667,5.666666666666667,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
552,6252.0,406.0,10.0,Male,20.0,2.0,4.0,382.0,yes,0,no,28.0,2.0,25,25,25,10,10,5,8.0,8.0,8.0,10.0,8.0,8.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
553,6251.0,406.0,10.0,Male,20.0,2.0,3.0,381.0,no,0,no,24.0,2.0,20,10,20,35,5,10,6.0,9.0,8.0,5.0,6.0,9.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
554,6250.0,406.0,10.0,Male,20.0,2.0,2.0,380.0,yes,0,no,33.0,1.0,20,20,20,15,15,10,5.0,5.0,5.0,5.0,5.0,5.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
555,6249.0,406.0,10.0,Male,20.0,2.0,1.0,379.0,no,0,no,38.0,2.0,15,15,20,15,15,20,8.0,6.0,8.0,7.0,9.0,5.0,27.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,0,Seemed like a fun night out,6.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,Business,Minneapolis,"400,051",Finance
556,6248.0,405.0,9.0,Male,18.0,2.0,18.0,396.0,no,0,no,25.0,4.0,15,18,18,18,15,16,5.0,8.0,9.0,8.0,9.0,7.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
557,6247.0,405.0,9.0,Male,18.0,2.0,17.0,395.0,no,0,no,33.0,2.0,20,20,20,10,10,20,6.0,7.0,8.0,8.0,9.0,8.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
558,6246.0,405.0,9.0,Male,18.0,2.0,16.0,394.0,no,0,no,24.0,2.0,18,19,16,15,15,17,5.0,7.0,8.0,6.0,7.0,5.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
559,6245.0,405.0,9.0,Male,18.0,2.0,15.0,393.0,no,0,no,22.0,2.0,8,20,25,25,12,10,6.0,8.0,8.0,6.0,8.0,5.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
560,6244.0,405.0,9.0,Male,18.0,2.0,14.0,392.0,no,0,no,26.0,2.0,15,20,15,30,10,10,5.0,10.0,10.0,7.0,10.0,5.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
561,6243.0,405.0,9.0,Male,18.0,2.0,13.0,391.0,no,0,no,28.0,2.0,35,0,35,10,10,10,5.0,8.0,7.0,5.0,8.0,3.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
562,6242.0,405.0,9.0,Male,18.0,2.0,12.0,390.0,no,0,no,30.0,4.0,10,20,20,10,10,30,4.0,8.0,6.0,6.0,6.0,6.333333333333333,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
563,6241.0,405.0,9.0,Male,18.0,2.0,11.0,389.0,no,0,no,21.0,2.0,20,30,20,20,0,10,8.0,10.0,10.0,2.0,10.0,6.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
564,6240.0,405.0,9.0,Male,18.0,2.0,10.0,388.0,no,0,no,24.0,2.0,22,17,15,15,15,16,3.0,8.0,8.0,8.0,8.0,7.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
565,6239.0,405.0,9.0,Male,18.0,2.0,9.0,387.0,no,0,no,25.0,2.0,20,15,25,15,15,10,6.0,8.0,8.0,7.0,8.0,7.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
566,6238.0,405.0,9.0,Male,18.0,2.0,8.0,386.0,no,0,no,26.0,2.0,15,10,30,10,15,20,7.0,8.0,8.0,6.0,8.0,6.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
567,6237.0,405.0,9.0,Male,18.0,2.0,7.0,385.0,no,0,no,25.0,2.0,25,20,20,20,10,5,4.0,9.0,10.0,8.0,8.0,7.333333333333333,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
568,6236.0,405.0,9.0,Male,18.0,2.0,6.0,384.0,no,0,no,23.0,2.0,20,20,20,20,20,0,7.0,10.0,10.0,10.0,10.0,7.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
569,6235.0,405.0,9.0,Male,18.0,2.0,5.0,383.0,no,0,no,27.0,2.0,25,20,10,20,15,10,2.0,9.0,8.0,7.0,8.0,6.333333333333333,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
570,6234.0,405.0,9.0,Male,18.0,2.0,4.0,382.0,no,0,no,28.0,2.0,25,25,25,10,10,5,5.0,9.0,9.0,8.0,9.0,8.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
571,6233.0,405.0,9.0,Male,18.0,2.0,3.0,381.0,no,0,no,24.0,2.0,20,10,20,35,5,10,8.0,9.0,8.0,7.0,8.0,7.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
572,6232.0,405.0,9.0,Male,18.0,2.0,2.0,380.0,no,0,yes,33.0,1.0,20,20,20,15,15,10,5.0,6.0,7.0,6.0,8.0,5.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
573,6231.0,405.0,9.0,Male,18.0,2.0,1.0,379.0,no,0,no,38.0,2.0,15,15,20,15,15,20,6.0,8.0,9.0,6.0,7.0,7.0,30.0,Political Science/International Affairs,Black/African American,1.0,1.0,5,Looking for a serious relationship,5.0,Once a month,International/Humanitarian Affairs ,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,0.0,5,5,5,5,5,5,International Affairs,New York City,"10,021",Diplomat / Int'l civil servant
574,6230.0,404.0,8.0,Male,16.0,2.0,18.0,396.0,no,0,no,25.0,4.0,15,18,18,18,15,16,8.0,9.0,8.0,6.0,9.0,4.0,23.0,Engineering ,European/Caucasian-American,1.0,4.0,8,To meet new people,5.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,7.0,0.0,8,8,8,8,8,8,Financial Engineering,France,"78,23",Investment Banking
575,6229.0,404.0,8.0,Male,16.0,2.0,17.0,395.0,no,0,yes,33.0,2.0,20,20,20,10,10,20,7.0,8.0,8.333333333333334,6.0,7.666666666666667,6.0,23.0,Engineering ,European/Caucasian-American,1.0,4.0,8,To meet new people,5.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,7.0,0.0,8,8,8,8,8,8,Financial Engineering,France,"78,23",Investment Banking
576,6228.0,404.0,8.0,Male,16.0,2.0,16.0,394.0,yes,0,yes,24.0,2.0,18,19,16,15,15,17,8.0,7.0,7.0,7.0,7.0,8.0,23.0,Engineering ,European/Caucasian-American,1.0,4.0,8,To meet new people,5.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,7.0,0.0,8,8,8,8,8,8,Financial Engineering,France,"78,23",Investment Banking
577,6227.0,404.0,8.0,Male,16.0,2.0,15.0,393.0,no,0,yes,22.0,2.0,8,20,25,25,12,10,7.0,7.0,6.0,6.0,6.0,5.0,23.0,Engineering ,European/Caucasian-American,1.0,4.0,8,To meet new people,5.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,7.0,0.0,8,8,8,8,8,8,Financial Engineering,France,"78,23",Investment Banking
578,6226.0,404.0,8.0,Male,16.0,2.0,14.0,392.0,yes,0,yes,26.0,2.0,15,20,15,30,10,10,9.0,8.0,8.0,8.0,7.0,7.0,23.0,Engineering ,European/Caucasian-American,1.0,4.0,8,To meet new people,5.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,7.0,0.0,8,8,8,8,8,8,Financial Engineering,France,"78,23",Investment Banking
579,6225.0,404.0,8.0,Male,16.0,2.0,13.0,391.0,no,0,yes,28.0,2.0,35,0,35,10,10,10,9.0,8.0,6.0,6.0,6.0,6.0,23.0,Engineering ,European/Caucasian-American,1.0,4.0,8,To meet new people,5.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,7.0,0.0,8,8,8,8,8,8,Financial Engineering,France,"78,23",Investment Banking
580,6224.0,404.0,8.0,Male,16.0,2.0,12.0,390.0,yes,0,no,30.0,4.0,10,20,20,10,10,30,8.0,10.0,10.0,6.0,7.666666666666667,5.666666666666667,23.0,Engineering ,European/Caucasian-American,1.0,4.0,8,To meet new people,5.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,7.0,0.0,8,8,8,8,8,8,Financial Engineering,France,"78,23",Investment Banking
581,6223.0,404.0,8.0,Male,16.0,2.0,11.0,389.0,yes,0,yes,21.0,2.0,20,30,20,20,0,10,8.0,10.0,10.0,8.0,7.666666666666667,5.333333333333333,23.0,Engineering ,European/Caucasian-American,1.0,4.0,8,To meet new people,5.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,7.0,0.0,8,8,8,8,8,8,Financial Engineering,France,"78,23",Investment Banking
582,6222.0,404.0,8.0,Male,16.0,2.0,10.0,388.0,no,0,yes,24.0,2.0,22,17,15,15,15,16,5.0,7.0,7.0,6.0,7.0,6.0,23.0,Engineering ,European/Caucasian-American,1.0,4.0,8,To meet new people,5.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,7.0,0.0,8,8,8,8,8,8,Financial Engineering,France,"78,23",Investment Banking
583,6221.0,404.0,8.0,Male,16.0,2.0,9.0,387.0,yes,0,yes,25.0,2.0,20,15,25,15,15,10,9.0,8.0,8.0,8.0,8.0,7.0,23.0,Engineering ,European/Caucasian-American,1.0,4.0,8,To meet new people,5.0,Twice a wee,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,7.0,0.0,8,8,8,8,8,8,Financial Engineering,France,"78,23",Investment Banking
